UID	Inclusion-Junction	Event-Direction	ClusterID	UpdatedClusterID	AltExons	EventAnnotation	Coordinates	ProteinPredictions	dPSI	rawp	adjp	avg-Pos	avg-Neg
ANKRD50:ENSG00000151458:I1.1-E2.1|ENSG00000151458:E1.1-E2.1	True	inclusion	clu_16155	NewClu_2976	ENSG00000151458:I1.1	intron-retention	chr4:125632430-125632429|chr4:125633613-125632429		0.116238703275	6.29913424195e-05	0.349024905796	0.147143232579	0.0309045293036
ATP2C1:ENSG00000017260:E1.4-E5.1|ENSG00000017260:E1.4-ENSG00000249179:E3.1	False	exclusion	clu_658	NewClu_357	ENSG00000017260:E5.1	trans-splicing	chr3:130569772-130649260|chr3:130569772-130574725	(+)alt-N-terminus, (+)alt-C-terminus, (+)AA:102(ENSP00000426849)->894(ENSP00000425320)|(-)ATPase_P-typ_cation-transptr_N-IPR004014, (-)TOPO_DOM-Cytoplasmic, (-)TRANSMEM-Helical; Name=1;, (+)ACT_SITE-4-aspartylphosphate intermediate, (+)ATPase_P-typ_Ca-transp_PMR1-IPR006413, (+)ATPase_P-typ_cation-transptr_C-IPR006068, (+)ATPase_P-typ_cyto_domN-IPR023299, (+)ATPase_P-typ_transduc_dom_A-IPR008250, (+)Cation_transp_P_typ_ATPase-IPR001757, (+)HAD-like_dom-IPR023214, (+)METAL-Calcium 2, (+)METAL-Calcium 2; via carbonyl oxygen, (+)METAL-Magnesium, (+)TOPO_DOM-Cytoplasmic, (+)TOPO_DOM-Lumenal, (+)TRANSMEM-Helical; Name=10;, (+)TRANSMEM-Helical; Name=2;, (+)TRANSMEM-Helical; Name=3;, (+)TRANSMEM-Helical; Name=4;, (+)TRANSMEM-Helical; Name=5;, (+)TRANSMEM-Helical; Name=6;, (+)TRANSMEM-Helical; Name=7;, (+)TRANSMEM-Helical; Name=8;, (+)TRANSMEM-Helical; Name=9;	0.0785169759405	6.51403405882e-05	0.349024905796	0.143380852857	0.0648638769167
AC005154.6:ENSG00000196295:E13.8-E17.1|ENSG00000196295:E13.8-E15.2	False	exclusion	clu_26804	NewClu_1860	ENSG00000196295:E15.2	cassette-exon	chr7:30601082-30590397|chr7:30601082-30591795	(-)alt-N-terminus, (-)alt-C-terminus, (-)AA:27(ENST00000578572-PEP)->31(ENST00000578293-PEP)	0.192843256373	7.81245617954e-05	0.396324231556	0.477395745619	0.284552489246
HBD:ENSG00000223609:E3.2-ENSG00000244734:E5.1|ENSG00000223609:E2.3-ENSG00000244734:E4.2	False	inclusion	clu_30000	NewClu_3597	ENSG00000223609:E3.2|ENSG00000223609:ENSG00000244734:E5.1	trans-splicing	chr11:5255221-5246956|chr11:5255572-5248029	(~)retained_intron, (~)retained_intron, (~)AA:74(ENST00000475226-PEP)->74(ENST00000475226-PEP)|(~)retained_intron, (~)retained_intron, (~)AA:74(ENST00000475226+PEP)+>74(ENST00000475226+PEP)	-0.0867951777112	8.07520572793e-05	0.396324231556	0.74387392519	0.830669102902
KM-PA-2:ENSG00000204775:E9.1-E10.1|ENSG00000204775:I9.1-E10.1	False	inclusion	clu_28624	NewClu_772	ENSG00000204775:E9.1	intron-retention	chr8:145318381-145318304|chr8:145318305-145318304		-0.155046631583	8.7023085381e-05	0.396324231556	0.7577506034	0.912797234983
COMMD5:ENSG00000170619:E2.4-E4.1|ENSG00000170619:E2.3-E4.1	True	inclusion	clu_21827	NewClu_258	ENSG00000170619:E2.4	alt-5'	chr8:146078224-146076780|chr8:146078378-146076780	(~)alt-coding, (~)AA:224(BAA91714.1)->224(BAB14389.1)|(+)HCaRG-IPR009886	0.0697411846524	9.48676532435e-05	0.396324231556	0.152600377286	0.0828591926333
SNHG5:ENSG00000203875:E2.10-E2.12|ENSG00000203875:E2.10-E2.14	True	exclusion	clu_28273	NewClu_67	ENSG00000203875:E2.12	alt-3'	chr6:86387672-86387593|chr6:86387672-86387210	(+)alt-N-terminus, (+)alt-C-terminus, (+)AA:37(ENST00000414002-PEP)->64(ENST00000428833-PEP)	-0.0680853680507	9.80899883924e-05	0.396324231556	0.818258826048	0.886344194098
DDX42:ENSG00000198231:E10.3-I10.1|ENSG00000198231:E10.2-E11.2	True	inclusion	clu_27701	NewClu_2679	ENSG00000198231:E10.3|ENSG00000198231:I10.1	intron-retention	chr17:61882647-61882648|chr17:61882535-61883895	(-)alt-N-terminus, (-)alt-C-terminus, (-)AA:148(LF209396-PEP)->211(CU677323-PEP)|(-)COMPBIAS-Poly-Glu, (-)MOD_RES-Phosphoserine, (-)MOTIF-Q motif, (-)RNA_helicase_DEAD_Q_motif-IPR014014	0.091922168701	0.000100404982957	0.396324231556	0.144069772619	0.052147603918
PITHD1:ENSG00000057757:E5.1-E6.1|ENSG00000057757:E5.1-E7.1	True	exclusion	clu_1449	NewClu_378	ENSG00000057757:E6.1	cassette-exon	chr1:24112269-24112805|chr1:24112269-24113765		-0.0720480456019	0.000107658289358	0.396324231556	0.889479051857	0.961527097459
SMG9:ENSG00000105771:I9.1-E10.1|ENSG00000105771:E9.1-E10.2	True	inclusion	clu_5640	NewClu_1750	ENSG00000105771:I9.1|ENSG00000105771:E10.1	intron-retention	chr19:44238978-44238977|chr19:44241749-44238647		0.0996012408262	0.000110239432442	0.396324231556	0.147888766476	0.04828752565
FSTL3:ENSG00000070404:E5.3-I5.1|ENSG00000070404:E4.2-E6.1	True	inclusion	clu_2104	NewClu_4148	ENSG00000070404:E5.3|ENSG00000070404:I5.1	intron-retention	chr19:680879-680880|chr19:680489-681333		0.269485050035	0.000110360205738	0.396324231556	0.387561767895	0.11807671786
CCNC:ENSG00000112237:E12.3-I12.1|ENSG00000112237:E12.3-E14.1	True	inclusion	clu_7048	NewClu_2869	ENSG00000112237:I12.1	intron-retention	chr6:99997384-99997383|chr6:99997384-99994350		0.0805878099056	0.000118118478906	0.396324231556	0.125728811143	0.0451410012373
DDX47:ENSG00000213782:E7.2-I7.1|ENSG00000213782:E7.2-E9.2	True	inclusion	clu_29328	NewClu_1313	ENSG00000213782:I7.1	intron-retention	chr12:12976253-12976254|chr12:12976253-12977474	(-)alt-C-terminus, (-)AA:192(AL833469-PEP)->196(ENSP00000444000)	0.204030246639	0.000124978986776	0.396324231556	0.5290898422	0.325059595561
RDH14:ENSG00000240857:E1.2-E2.1|ENSG00000240857:E1.3-E2.1	False	inclusion	clu_33730	NewClu_898	ENSG00000240857:E1.3	alt-5'	chr2:18741896-18737074|chr2:18741446-18737074	(+)alt-N-terminus, (+)AA:186(ENST00000468071-PEP)->336(BAI45370.1)|(+)DH_sc/Rdtase_SDR-IPR002198, (+)Epimerase_deHydtase-IPR001509, (+)Glc/ribitol_DH-IPR002347, (+)MOD_RES-Phosphothreonine, (+)NP_BIND-NADP, (+)PKS_KR-IPR013968	-0.104864789812	0.000127119394054	0.396324231556	0.0326326052381	0.13749739505
DEPDC5:ENSG00000100150:E19.1-E20.1|ENSG00000100150:E19.1-E21.1	True	exclusion	clu_4075	NewClu_2966	ENSG00000100150:E20.1	cassette-exon	chr22:32202177-32205597|chr22:32202177-32206507		-0.0601275426465	0.000127860220252	0.396324231556	0.924469115316	0.984596657962
KM-PA-2:ENSG00000204775:E3.1-E4.1|ENSG00000204775:I3.1-E4.1	False	inclusion	clu_28624	NewClu_776	ENSG00000204775:E3.1	intron-retention	chr8:145319617-145319519|chr8:145319520-145319519		-0.128949106662	0.000129555957865	0.396324231556	0.80709755005	0.936046656712
MZB1:ENSG00000170476:I1.2-E3.1|ENSG00000170476:I2.1-E3.1	False	inclusion	clu_21773	NewClu_1655	ENSG00000170476:I1.2	intron-retention	chr5:138724150-138723820|chr5:138723821-138723820		-0.0931895823343	0.000132143620019	0.396324231556	0.868151529611	0.961341111945
AC009948.5:ENSG00000223960:E4.4-I4.1|ENSG00000223960:E4.2-E5.4	True	inclusion	clu_30088	NewClu_4531	ENSG00000223960:E4.4|ENSG00000223960:I4.1	intron-retention	chr2:179291430-179291431|chr2:179291388-179295497		0.0663135455948	0.000134266341937	0.396324231556	0.07788541275	0.0115718671552
VPS4A:ENSG00000132612:I11.1-E12.1|ENSG00000132612:I9.2-E12.1	True	inclusion	clu_11238	NewClu_876	ENSG00000132612:I11.1	intron-retention	chr16:69358110-69358111|chr16:69356603-69358111		0.0311303431148	0.000134561176522	0.396324231556	0.050198121	0.0190677778852
FAM65B:ENSG00000111913:E1.1-E5.1|ENSG00000111913:I1.1_25015986-I1.1_25015811	False	exclusion	clu_6974	NewClu_4634	ENSG00000111913:E1.1|ENSG00000111913:E5.1		chr6:25042079-24876045|chr6:25015986-25015811	(+)alt-N-terminus, (+)alt-C-terminus, (+)AA:591(ENSP00000367262)->647(ENSP00000441305)	0.0548499473958	0.000136457595553	0.396324231556	0.117288343429	0.0624383960328
CCDC115:ENSG00000136710:E4.1-E5.4|ENSG00000136710:I1.2-E5.4	False	inclusion	clu_12438	NewClu_3872	ENSG00000136710:E4.1		chr2:131098481-131096805|chr2:131097133-131096805	(+)alt-N-terminus, (+)alt-C-terminus, (+)AA:180(BAB70794.1)->188(ENSP00000399756)|(-)COILED	-0.0646777200773	0.000142563432383	0.396324231556	0.889085594857	0.953763314934
KM-PA-2:ENSG00000204775:I8.1-E9.1|ENSG00000204775:E8.1-E9.1	True	inclusion	clu_28624	NewClu_773	ENSG00000204775:I8.1	intron-retention	chr8:145318514-145318513|chr8:145318595-145318513		0.122983524802	0.000143608478737	0.396324231556	0.168420445667	0.0454369208644
RRM1:ENSG00000167325:E11.1-E14.1|ENSG00000167325:E9.2-E15.2	True	exclusion	clu_20693	NewClu_703	ENSG00000167325:E11.1|E14.1	cassette-exon	chr11:4139691-4141075|chr11:4133292-4142834	(+)nonsense_mediated_decay, (+)alt-N-terminus, (+)alt-C-terminus, (+)AA:130(ENSP00000432555)->162(ENST00000526304-PEP)|(+)HELIX, (+)MOD_RES-N6-acetyllysine, (+)RNR_lg_C-IPR000788, (+)STRAND, (+)TURN, (-)BINDING-Substrate, (-)BINDING-Substrate; via amide nitrogen, (-)HELIX, (-)REGION-Substrate binding, (-)RNR_R1-su_N-IPR008926, (-)RNR_lg_C-IPR000788, (-)RNR_lsu_N-IPR013509, (-)SITE-Allosteric effector binding, determines substrate specificity, (-)SITE-Important for hydrogen atom transfer, (-)STRAND	-0.0960348433358	0.000144573936874	0.396324231556	0.877152206857	0.973187050193
DDX47:ENSG00000213782:I7.1-E8.1|ENSG00000213782:E7.2-E9.2	True	inclusion	clu_29328	NewClu_1313	ENSG00000213782:I7.1|ENSG00000213782:E8.1	intron-retention	chr12:12976803-12976804|chr12:12976253-12977474	(-)alt-C-terminus, (-)AA:192(AL833469-PEP)->196(ENSP00000444000)	0.18750500485	0.000152257071971	0.398034371697	0.47883548885	0.291330484
FSTL3:ENSG00000070404:I5.1-E6.1|ENSG00000070404:E4.2-E6.1	True	inclusion	clu_2104	NewClu_4148	ENSG00000070404:I5.1	intron-retention	chr19:681332-681333|chr19:680489-681333	(-)alt-N-terminus, (-)alt-C-terminus, (-)AA:233(LF208806-PEP)->263(BAF84647.1)|(-)DISULFID, (-)DOMAIN-Follistatin-like 1, (-)DOMAIN-Follistatin-like 2, (-)DOMAIN-Kazal-like 1, (-)DOMAIN-Kazal-like 2, (-)DOMAIN-TB, (-)Fol_N-IPR003645, (-)Follistatin/Osteonectin_EGF-IPR015369, (-)HELIX, (-)Kazal_dom-IPR002350, (-)SIGNAL, (-)STRAND, (-)TB_dom-IPR017878	0.233670818667	0.000153399606615	0.398034371697	0.32885085	0.0951800313333
CFLAR:ENSG00000003402:E4.4-E6.5|ENSG00000003402:E1.6-E6.5	True	inclusion	clu_52	NewClu_750	ENSG00000003402:E4.4	alt-C-term	chr2:201983624-201994452|chr2:201981204-201994452	(~)alt-coding, (~)AA:480(AAC15825.1)->480(AAC16439.1)|(+)DEATH-like_dom-IPR011029, (+)DED-IPR001875, (+)DOMAIN-DED 2, (+)Pept_C14_ICE_p20-IPR001309, (+)Pept_C14_cat-IPR011600, (+)Pept_C14_p45_core-IPR015917, (+)REGION-Caspase, (+)REGION-Interaction with FADD, (+)REGION-Interaction with TRAF1 and TRAF2, (+)REGION-Interaction with caspase-3, (+)REGION-Interaction with caspase-8, (+)REGION-Interaction with caspase-8 propeptide, (+)REGION-Interaction with caspase-8 subunits p18 and p10, (+)REGION-Not proteolytically processed and involved in apoptosis inhibition, (+)TURN	0.104579585091	0.000156414163157	0.398034371697	0.332241977714	0.227662392623
STRIP1:ENSG00000143093:E2.4-E3.1_110580510|ENSG00000143093:E2.4-E3.1	True	inclusion	clu_14286	NewClu_691	ENSG00000143093:E3.1_110580510	alt-3'	chr1:110577439-110580510|chr1:110577439-110580513		0.0465213668501	0.000158704543463	0.398034371697	0.0768295365714	0.0303081697213
ANKRD50:ENSG00000151458:E1.1-E2.1|ENSG00000151458:I1.1-E2.1	False	inclusion	clu_16155	NewClu_2976	ENSG00000151458:E1.1	intron-retention	chr4:125633613-125632429|chr4:125632430-125632429	(-)alt-N-terminus, (-)AA:1250(ENSP00000425355)->1429(ENSP00000425658)|(-)P-loop_NTPase-IPR027417	-0.155265766187	0.000165571177137	0.399289041723	0.762164566474	0.917430332661
SLC39A11:ENSG00000133195:E5.2-E8.1|ENSG00000133195:E6.1-E8.1	False	inclusion	clu_11416	NewClu_1698	ENSG00000133195:E6.1	cassette-exon	chr17:71080947-71027853|chr17:71069806-71027853	(-)retained_intron, (-)alt-C-terminus, (-)AA:159(ENST00000582179-PEP)->200(ENSP00000462200)|(-)TRANSMEM-Helical;	-0.1599322241	0.000165979478986	0.399289041723	0.7345641635	0.8944963876
C11orf21:ENSG00000110665:E4.1-E5.1|ENSG00000110665:E4.1-I4.1	False	inclusion	clu_6676	NewClu_3930	ENSG00000110665:E5.1	intron-retention	chr11:2321750-2320937|chr11:2321750-2321749	(+)alt-N-terminus, (+)alt-C-terminus, (+)AA:132(ENSP00000370545)->168(BC028070-PEP)	-0.209180135149	0.000171154558631	0.403503718156	0.401464964211	0.61064509936
NUMA1:ENSG00000137497:E29.1-E30.1|ENSG00000137497:E27.8-E30.1	True	exclusion	clu_12698	NewClu_3539	ENSG00000137497:E29.1	cassette-exon	chr11:71721832-71720433|chr11:71723941-71720433		-0.0497223736635	0.00017944587507	0.413970287223	0.925550473238	0.975272846902
SGSM2:ENSG00000141258:I12.1-E13.1|ENSG00000141258:E12.1-E13.1	True	inclusion	clu_13905	NewClu_1159	ENSG00000141258:I12.1	intron-retention	chr17:2279430-2279431|chr17:2279169-2279431	(-)alt-N-terminus, (-)alt-C-terminus, (-)AA:212(LF384765-PEP)->802(KJ904638-PEP)|(-)DOMAIN-Rab-GAP TBC, (-)Rab-GTPase-TBC_dom-IPR000195	0.105843251902	0.000182617940188	0.413970287223	0.203081524952	0.09723827305
PLAA:ENSG00000137055:E5.1-I5.1|ENSG00000137055:E5.1-E6.1	True	inclusion	clu_12551	NewClu_2776	ENSG00000137055:I5.1	intron-retention	chr9:26926391-26926390|chr9:26926391-26925958		0.0332681756905	0.000197563766005	0.428403146371	0.0502179861905	0.0169498105
PAPOLA:ENSG00000090060:I10.1-I11.2|ENSG00000090060:E10.2-I11.2	True	inclusion	clu_3497	NewClu_2150	ENSG00000090060:I10.1	intron-retention	chr14:96998847-96998848|chr14:96998757-96998848		0.0414286027315	0.000200111396062	0.428403146371	0.0882417991905	0.046813196459
CBLL1:ENSG00000105879:E1.5-E3.1|ENSG00000105879:I2.1_107387774-E3.1	False	inclusion	clu_5681	NewClu_50	ENSG00000105879:E1.5	altPromoter	chr7:107384621-107389325|chr7:107387774-107389325	(-)alt-N-terminus, (-)alt-C-terminus, (-)AA:323(ENSP00000410615)->491(ENSP00000401277)|(-)COMPBIAS-Pro-rich	-0.0560737734325	0.000203039320227	0.428403146371	0.89560482319	0.951678596623
LST1:ENSG00000204482:E1.5-E4.6|ENSG00000204482:E3.2-E4.6	False	inclusion	clu_28512	NewClu_1649	ENSG00000204482:E3.2	altPromoter	chr6:31554092-31554977|chr6:31554716-31554977	(~)AA:28(ENSP00000365267)+>28(ENSP00000211921)	-0.205882203867	0.000203522113701	0.428403146371	0.392146407952	0.59802861182
ASB6:ENSG00000148331:E3.1-E4.1|ENSG00000148331:I3.1-E4.1	False	inclusion	clu_15560	NewClu_4137	ENSG00000148331:E3.1	intron-retention	chr9:132401681-132401589|chr9:132401590-132401589	(+)alt-N-terminus, (+)alt-C-terminus, (+)AA:342(BAG61236.1)->359(LF205633-PEP)|(-)Ankyrin_rpt+IPR002110, (-)Ankyrin_rpt+contain_dom+IPR020683, (-)DOMAIN+SOCS box, (-)REPEAT+ANK 2, (-)REPEAT+ANK 3, (-)REPEAT+ANK 4, (-)REPEAT+ANK 5, (-)REPEAT+ANK 6, (-)SOCS_C+IPR001496	-0.0671508775821	0.000207786445663	0.429706015008	0.914966333952	0.982117211534
HARS2:ENSG00000112855:E1.14-E2.2|ENSG00000112855:E1.14-E2.4	True	inclusion	clu_7211	NewClu_262	ENSG00000112855:E2.2	alt-3'	chr5:140071341-140073076|chr5:140071341-140073176	(+)alt-C-terminus, (+)AA:176(CU675755-PEP)->181(ENSP00000425695)|(+)aa-tRNA-synt_IIb_cons-dom-IPR002314	0.211588007881	0.000216869525148	0.439206255282	0.4531707344	0.241582726519
STRIP1:ENSG00000143093:E2.4-E3.1|ENSG00000143093:E2.4-E3.1_110580510	False	inclusion	clu_14286	NewClu_691	ENSG00000143093:E3.1	alt-3'	chr1:110577439-110580513|chr1:110577439-110580510	(-)alt-N-terminus, (-)AA:742(ENSP00000358811)->837(BAB21852.2)|(-)COMPBIAS-Pro-rich, (-)MOD_RES-Phosphoserine, (-)N1221-IPR012486	-0.0497728107408	0.000219832274843	0.439206255282	0.917337130095	0.967109940836
KM-PA-2:ENSG00000204775:E8.1-I8.1|ENSG00000204775:E8.1-E9.1	True	inclusion	clu_28624	NewClu_773	ENSG00000204775:I8.1	intron-retention	chr8:145318595-145318594|chr8:145318595-145318513		0.105458226258	0.000223911632635	0.439900525335	0.14580349119	0.0403452649322
PACS2:ENSG00000179364:E20.1-I20.1|ENSG00000179364:E20.1-E22.2	True	inclusion	clu_24026	NewClu_4430	ENSG00000179364:I20.1	intron-retention	chr14:105851324-105851325|chr14:105851324-105856298		0.07256840095	0.000236565728051	0.44808527305	0.1093257278	0.03675732685
MZF1:ENSG00000099326:I2.2-E5.1|ENSG00000099326:I4.1-E5.1	False	inclusion	clu_3910	NewClu_1120	ENSG00000099326:I2.2	intron-retention	chr19:59080883-59080764|chr19:59080765-59080764		-0.170089246275	0.00023845788463	0.44808527305	0.606533673143	0.776622919418
ZNF431:ENSG00000196705:I9.1-E10.1|ENSG00000196705:E9.3-E10.1	True	inclusion	clu_27004	NewClu_3190	ENSG00000196705:I9.1	intron-retention	chr19:21372667-21372668|chr19:21369090-21372668		0.10923749831	0.000239481596937	0.44808527305	0.137946336143	0.0287088378333
SCAF8:ENSG00000213079:E3.1-E4.1|ENSG00000213079:I3.1-E4.1	False	inclusion	clu_29203	NewClu_1259	ENSG00000213079:E3.1	intron-retention	chr6:155095206-155099135|chr6:155099134-155099135		-0.106635817399	0.000250053021245	0.453011399885	0.851048090619	0.957683908018
EPHB6:ENSG00000106123:E11.1-E12.1|ENSG00000106123:E11.1-E12.1_142566730	True	exclusion	clu_5781	NewClu_3661	ENSG00000106123:E12.1	alt-3'	chr7:142566494-142566727|chr7:142566494-142566730		-0.0646196248357	0.000258115506645	0.453011399885	0.89740702795	0.962026652786
WRAP53:ENSG00000141499:E6.2-E7.1|ENSG00000141499:I4.1_7599311-U10.1_7785152	True	exclusion	clu_13970	NewClu_1167	ENSG00000141499:E6.2|ENSG00000141499:E7.1		chr17:7604867-7604975|chr17:7599311-7785152		-0.0758201612667	0.000261564576854	0.453011399885	0.90804278815	0.983862949417
CD300LF:ENSG00000186074:E8.2-E9.1|ENSG00000186074:I8.1-E9.1	False	inclusion	clu_25685	NewClu_1605	ENSG00000186074:E8.2	intron-retention	chr17:72691864-72691390|chr17:72691391-72691390		-0.125748745141	0.000261689211191	0.453011399885	0.790314897824	0.916063642964
LST1:ENSG00000204482:E3.2-E4.6|ENSG00000204482:E1.5-E4.6	True	inclusion	clu_28512	NewClu_1649	ENSG00000204482:E3.2	altPromoter	chr6:31554716-31554977|chr6:31554092-31554977	(~)AA:28(ENSP00000365267)->28(ENSP00000211921)	0.187285298044	0.000269641879165	0.453011399885	0.439985021143	0.252699723098
NCOR1:ENSG00000141027:I48.1-E49.1|ENSG00000141027:E48.3-E49.2	True	inclusion	clu_13869	NewClu_177	ENSG00000141027:I48.1|ENSG00000141027:E49.1	intron-retention	chr17:15943974-15943973|chr17:15950265-15943808		0.104246948621	0.0002701291966	0.453011399885	0.180958657571	0.07671170895
